ICO_Name_ib,Status(donghwa),Etherscan Address,ICO_Name_rt,ico_address,no_tl,Success (Y/N),Platform_ib,Type_ib,ICO start_ib,ICO end_ib,ICO_start_rt,ICO_end_rt,DistributorAddress,Single Layer,Double Layer
I'm Aero,NoMatch,,,https://icobench.com/ico/i-m-aero,3977,N,Ethereum,ERC20,2018-03-01,2018-03-31,,,,0.0,0.0
IMDEX,DistributorsHardtoIdentify,0x5c3bB81d0E1391361b3198D02fE883dfF1ba70ad,,https://icobench.com/ico/imdex,3978,Y,Ethereum,ERC20,2018-07-10,2018-07-31,,,,0.0,0.0
InBet,NoMatch,,Inbet.io,https://icobench.com/ico/inbet,3982,N,Ethereum,ERC20,2018-09-15,2018-11-30,,,,0.0,0.0
Inbot InToken,NoMatch,,Inbot InToken (InToken),https://icobench.com/ico/inbot-intoken,3983,N,Ethereum,ERC20,2018-08-08,2018-09-08,,,,0.0,0.0
Incodium,DistributorsHardtoIdentify,0x4d8bfe7ea0f46486fd40fc4df60cf39f7568bee8,Incodium,https://icobench.com/ico/incodium,3984,Y,Ethereum,ERC20,2018-07-17,2018-08-27,2018-07-17,2018-08-17,,0.0,0.0
Incremint.io,NoMatch,,Incremint,https://icobench.com/ico/incremint-io,3985,N,Ethereum,ERC20,2018-06-01,2018-08-31,,,,0.0,0.0
INCX,OK,0xa984a92731c088f1ea4d53b71a2565a399f7d8d5,International CryptoX,https://icobench.com/ico/incx,3986,Y,Ethereum,ERC20,2018-06-11,2018-06-15,,,0x0000000000000000000000000000000000000000,0.0,0.0
Infinitus Token,transfer after ending,0x00e150d741eda1d49d341189cae4c08a73a49c95,Infinitus,https://icobench.com/ico/infinitus-token,3987,Y,Ethereum,ERC20,2018-08-18,2018-09-19,,,,0.0,0.0
Infliv (PreICO),transfer after ending,0x3656bd0f3f07623bb7f429b390d208f894e44ece,,https://icobench.com/ico/infliv,3988,N,Ethereum,ERC20,2018-08-20,2018-10-01,,,,0.0,0.0
InfraCoins,NoMatch,,InfraCoins,https://icobench.com/ico/infracoins,3989,N,Ethereum,ERC20,2018-08-10,2018-10-31,2018-08-10,2018-10-31,,0.0,0.0
INGOT COIN,DistributorsHardtoIdentify,0x862b68e75f038e8a288897d7d27fa10bd174665f,INGOT Coin,https://icobench.com/ico/ingot-coin,3990,Y,Ethereum,ERC20,2018-07-01,2018-10-10,2018-07-01,2018-10-10,,0.0,0.0
Ink Protocol,transfer after ending,0xbc86727e770de68b1060c91f6bb6945c73e10388,Ink Protocol,https://icobench.com/ico/ink-protocol,3991,Y,Ethereum,ERC20,2018-01-22,2018-01-22,2018-01-22,2018-02-22,,0.0,0.0
INLOCK,OK,0xf784682c82526e245f50975190ef0fff4e4fc077,INLOCK,https://icobench.com/ico/inlock,3992,N,Ethereum,ERC20,2018-09-15,2018-11-26,2018-09-15,2018-10-12,0x578fa4ab3b27a94fe97bd52167f1b02da20d31e8,0.0,0.0
Inmediate,NonERC20,0xf14922001a2fb8541a433905437ae954419c2439,Inmediate,https://icobench.com/ico/inmediate,3993,Y,Zilliqa,ERC20,2018-07-18,2018-08-06,2018-07-18,2018-08-06,,0.0,0.0
Inmusik,NoMatch,,Inmusik,https://icobench.com/ico/inmusik,3994,N,Ethereum,ERC20,,,,,,0.0,0.0
Innovative Bioresearch,transfer after ending,0xEb70bbf15Fd1c0542896A80f2aF90C8FD40a9ec5,Innovative Bioresearch,https://icobench.com/ico/innovative-bioresearch,3995,N,Ethereum,ERC20,2018-06-16,2018-08-01,2018-06-16,2018-08-01,,0.0,0.0
INS Ecosystem [Insolar],NoMatch,,Insolar,https://icobench.com/ico/ins-ecosystem,3996,N,Ethereum,ERC-20,,,2017-12-03,2017-12-24,,0.0,0.0
Intelligent Trading Foundation,NoMatch,,Intelligent Trading Foundation,https://icobench.com/ico/intelligent-trading-foundation,4000,Y,Ethereum,ERC20,2017-08-18,2017-09-17,,,,0.0,0.0
InterValue,transfer after ending,0xdac4ae188ace3c8985765edc6c9b4739d4845ddc,InterValue,https://icobench.com/ico/intervalue,4002,Y,Ethereum,ERC20,,2018-06-30,2018-05-01,2018-06-30,,0.0,0.0
Intiva,transfer after ending,0x48a9053feab319bffd6f7847b534b45719454813,Intiva Health,https://icobench.com/ico/intiva,4003,N,Ethereum,ERC20,2018-05-21,2018-07-08,,,,0.0,0.0
INTRO,OK,0xb8468310a919cef5f588d7d503ef417068b2f7b6,Intro,https://icobench.com/ico/intro,4005,N,Ethereum,ERC20,2018-06-01,2018-10-11,2018-06-01,2018-07-31,0x65d0554304c0c86be9899437d9101cd3eada8173,2.0,0.0
Invest in Brokers,NoMatch,,Invest in Brokers,https://icobench.com/ico/invest-in-brokers,4006,N,Ethereum,ERC20,2018-08-15,2018-09-30,2018-08-15,2018-09-30,,0.0,0.0
Investa,NoTokenTransfer,0xb0fe24dc6222e9d9d0e43ab67f40c578af810d21,Investa,https://icobench.com/ico/investa,4007,N,Ethereum,ERC223,2018-07-01,2018-08-31,2018-05-16,2018-06-30,,0.0,0.0
Invictus Hyperion Fund,transfer after ending,0xaf1250fa68d7decd34fd75de8742bc03b29bd58e,Invictus Hyperion Fund,https://icobench.com/ico/invictus,4008,Y,Ethereum,ERC20,2018-04-30,2018-05-30,,,,0.0,0.0
Involve,NoMatch,,Involve,https://icobench.com/ico/involve,4009,N,Ethereum,ERC20,2018-06-01,2018-09-03,2018-06-01,2018-09-03,,0.0,0.0
iOlite,NonERC20,,iOlite,https://icobench.com/ico/iolite,4010,Y,iOlite Blockchain,,2018-04-12,2018-05-01,2018-03-20,2018-04-30,,0.0,0.0
IPAY,NonERC20,,iPay,https://icobench.com/ico/ipay,4013,N,Scrypt,Scrypt,,2018-06-05,2018-04-15,2018-06-06,,0.0,0.0
IPStock,transfer after ending,0xa9ebe6a015300d0b65c8bef1caaae0d9b2f6d72c,ipstock,https://icobench.com/ico/ipstock,4014,Y,Ethereum,ERC20,2018-03-01,2018-04-30,2018-03-01,2018-04-30,,0.0,0.0
ITO Assendelft,NoMatch,,,https://icobench.com/ico/ito-assendelft,4019,N,Ethereum,ERC20,2018-04-01,2018-04-30,,,,0.0,0.0
ITOB,NoTokenTransfer,0xabdf12c190453629524b96957afd117158cceddb,ITOB,https://icobench.com/ico/itob,4020,N,Ethereum,ERC20,2018-05-01,2018-06-29,2018-05-31,2018-06-30,,0.0,0.0
ivmedia,NoMatch,,,https://icobench.com/ico/ivmedia,4023,N,Ethereum,ERC20,2018-03-15,2018-04-30,,,,0.0,0.0
IXTUS,transfer after ending,0x7a07e1a0c2514d51132183ecfea2a880ec3b7648,IXTUS,https://icobench.com/ico/ixtus,4024,Y,Ethereum,ERC20,,2018-09-02,,,,0.0,0.0
IZX,,0x2ad180cbaffbc97237f572148fc1b283b68d8861,IZX,https://icobench.com/ico/izetex,4025,N,Ethereum,ERC20,2018-07-18,2018-08-31,2018-05-11,2018-05-31,,0.0,0.0
JCASH,NoMatch,,JCASH,https://icobench.com/ico/jcash,4027,Y,Ethereum,ERC20,,,2018-07-10,2018-11-09,,0.0,0.0
JCN (PreICO),NoTokenTransfer,0x32e4561fc1ffb62393f16d5704e60bb85fdd0202,,https://icobench.com/ico/jcn,4028,N,Ethereum,ERC20,2018-09-15,2018-11-15,,,,0.0,0.0
Jizzcoins,OK,0x3017ad28cbd13dbcefea5f4c124db66c11ddaa64,Jizzcoins,https://icobench.com/ico/jizzcoins,4030,N,Ethereum,ERC20,2018-01-10,2018-04-10,2018-02-10,2018-04-10,0x0000000000000000000000000000000000000000,0.0,0.0
Joint Ventures,NoMatch,,Joint Ventures,https://icobench.com/ico/joint-ventures,4032,Y,Ethereum,ERC20,,2018-05-30,2018-04-07,2018-05-06,,0.0,0.0
JointEDU,OK,0x58ded6994124b4fff298f1416aca3fc9cdba37b2,JointEDU,https://icobench.com/ico/jointedu,4033,N,Ethereum,ERC20,2018-04-16,2018-05-31,2018-04-16,2018-05-31,0xd2652b91649284ea094bf1d9f51501ffa96bac5c,0.0,0.0
JSEcoin,OK,0x2d184014b5658c453443aa87c8e9c4d57285620b,JSECoin,https://icobench.com/ico/jsecoin,4037,N,Ethereum,ERC20,2018-07-11,2018-10-11,2018-07-11,2018-08-11,0xcfc4fceb90787ef1fda15bb115630ef453f50f86,0.0,0.0
Jupiter Project,NoMatch,,Jupiter,https://icobench.com/ico/jupiter-project,4038,N,Ethereum,ERC20,2018-05-07,2018-06-12,,,,0.0,0.0
Just Pay Coin,NonERC20,,Just Pay Coin,https://icobench.com/ico/just-pay-coin,4040,N,Bitcoin,BTC,,2018-04-30,,,,0.0,0.0
Kaching,OK,0xdead0d70e02ae02076ddef2ffc52c12c0991f4bf,Kaching,https://icobench.com/ico/kaching,4042,Y,Ethereum,ERC20,2018-04-01,2018-04-30,,,0x61773eeb92cbcf5f3f93783153fde2be51cb6006,0.0,0.0
KahnChat,DistributorsHardtoIdentify,0x9409b1e54d5154b39bdcde3a6f85d463028435c3,KahnChat,https://icobench.com/ico/kahnchat,4043,N,Ethereum,ERC20,2018-02-04,2018-03-31,,,,0.0,0.0
Kakushin,OK,0xb4652321D9B04ae8A889431755E5507A4947bD0D,Kakushin,https://icobench.com/ico/kakushin,4044,N,Ethereum,ERC20,2018-06-01,2018-09-30,2018-06-01,2018-09-30,0x36f7f9cd70b52f4b2b8ca861faa4a44d8c1e4be3,0.0,0.0
Kala Token,NoMatch,,Kala,https://icobench.com/ico/kala-token,4045,Y,Ethereum,ERC20,2017-11-27,2018-03-31,,,,0.0,0.0
KAPEX (PreICO),NoMatch,,KAPEX,https://icobench.com/ico/kapex,4046,N,Ethereum,ERC20,2018-09-01,2018-10-30,,,,0.0,0.0
Karuna Network,NoMatch,,KARUNA NETWORK,https://icobench.com/ico/karuna-network,4048,N,Ethereum,ERC20,2018-03-20,2018-05-05,2018-03-18,2018-05-17,,0.0,0.0
Kastle,NonERC20,,Kastle,https://icobench.com/ico/kastle,4050,N,Akroma,ERC20,2018-07-15,2018-09-18,,,,0.0,0.0
KeepSafePay,NoMatch,,KeepSafePay,https://icobench.com/ico/keepsafepay,4053,N,Ethereum,,2018-03-08,2018-05-02,2018-03-08,2018-05-02,,0.0,0.0
KELTA,transfer after ending,0x91780bcd29620338d2d3bc16bc576d1055e85e38,Kelta,https://icobench.com/ico/kelta,4054,Y,Ethereum,ERC20,,2018-05-21,2018-04-02,2018-04-30,,0.0,0.0
Kepler Technologies,ICODateSeemsWrong,0x7c5cf07b5c7d4b7f7cd001e96ec7e7189a155773,Kepler Technologies,https://icobench.com/ico/kepler-technologies,4055,Y,Ethereum,ERC20,2018-06-29,2018-11-21,2018-05-22,2018-07-17,,0.0,0.0
Kerberos ICO,NoMatch,,Kerberos,https://icobench.com/ico/kerberos-ico,4056,Y,Ethereum,ERC20,2018-04-01,2018-05-01,,,,0.0,0.0
Kheper,DistributorsHardtoIdentify,0xe2960f327fe8f4d8b5bf57f4a1b807e2155d3b24,Kheper,https://icobench.com/ico/kheper,4057,N,Ethereum,ERC20,2018-07-22,2018-09-20,2018-07-23,2018-09-20,,0.0,0.0
KickCity,OK,0x9d22c3bf2b51213a3572e865ecf78fab0294e75b,KickCity,https://icobench.com/ico/kickcity,4058,Y,Ethereum,,2018-03-01,2018-03-31,2018-03-01,2018-03-31,0x9d22c3bf2b51213a3572e865ecf78fab0294e75b,0.0,0.0
Kijash,NoMatch,,Kijash,https://icobench.com/ico/kijash,4059,N,Ethereum,ERC20,2018-04-10,2018-05-09,,,,0.0,0.0
Kind Ads System,transfer after ending,,,https://icobench.com/ico/kind-ads-system,4062,Y,Ethereum,ERC20,,2018-01-31,,,,0.0,0.0
Kinetic Revolution,DistributorsHardtoIdentify,0x52ed883e23a22fb0ace4629f0dc5c6348580d1ce,,https://icobench.com/ico/kinetic-revolution,4064,N,Ethereum,ERC20,2018-08-15,2018-11-15,,,,0.0,0.0
Kissescoin,NoMatch,,,https://icobench.com/ico/kissescoin,4066,N,Ethereum,ERC20,,2018-04-14,,,,0.0,0.0
KitToken,DistributorsHardtoIdentify,0x080eb7238031f97ff011e273d6cad5ad0c2de532,KitToken,https://icobench.com/ico/kittoken,4067,Y,Ethereum,ERC20,2018-07-20,2018-08-31,2018-08-01,2018-08-20,,0.0,0.0
Kleos,NoMatch,,Kleos,https://icobench.com/ico/kleos,4068,N,Ethereum,ERC20,,2018-04-02,,,,0.0,0.0
Kleros,transfer after ending,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,Kleros,https://icobench.com/ico/kleros,4069,Y,Ethereum,ERC20,2018-05-15,2018-07-15,,,,0.0,0.0
Knowledge,transfer after ending,,Knowledge,https://icobench.com/ico/knowledge,4071,Y,Ethereum,ERC20,2018-02-26,2018-04-21,2018-02-12,2018-04-08,,0.0,0.0
KONERO,NoTokenTransfer,0xde3bddc22957afbb87c700c6bb4428adb0f54d65,,https://icobench.com/ico/konero,4073,N,Ethereum,ERC20,,2018-04-01,,,,0.0,0.0
Konios Project,transfer after ending,0x9c10b6d9a92e8cda1179f20a637f748e965f64e7,Konios,https://icobench.com/ico/konios-project,4074,N,Ethereum,ERC20,2018-07-01,2018-09-30,2018-07-01,2019-09-30,,0.0,0.0
Kora Network,transfer after ending,0xff5c25d2f40b47c4a37f989de933e26562ef0ac0,Kora Network,https://icobench.com/ico/kora-network,4075,Y,Ethereum,ERC20,2018-05-18,2018-06-01,2018-05-18,2018-06-01,,0.0,0.0
Korona Coin,NoTokenTransfer,0xa0b32ede6d6b3fa7b0b496863ed66e9ab9f55765,Korona (Korona Token),https://icobench.com/ico/korona-coin,4076,N,Ethereum,ERC20,,2018-06-21,,,,0.0,0.0
KPR Coin,transfer after ending,0xd7a43cb1a8dcdd604f07341c88efa4a29cc70d52,KPR Coin,https://icobench.com/ico/kpr-coin,4077,N,Ethereum,ERC20,,2018-06-22,2018-06-01,2018-06-22,,0.0,0.0
KRATOS (PreICO),transfer after ending,0x6560a9b6436e129cf835ab9da96201207facd4f8,KRATOS,https://icobench.com/ico/kratos,4078,Y,Ethereum,ERC20,2018-09-01,2018-10-31,,,,0.0,0.0
Kript,NoMatch,,Kript,https://icobench.com/ico/kript,4079,N,Ethereum,ERC20,2018-03-09,2018-04-09,2018-03-09,2018-04-09,,0.0,0.0
Krosscoin,NonERC20,,Krosscoin,https://icobench.com/ico/krosscoin,4080,N,Waves,Waves,,,2018-03-14,2018-05-12,,0.0,0.0
Krypteum,DistributorsHardtoIdentify,0x07d7ae2cfef947773e02f346469ea1e86f0db64d,Krypteum,https://icobench.com/ico/krypteum,4081,N,Ethereum,ERC20,2018-02-13,2018-03-31,2018-02-13,2018-03-31,,0.0,0.0
KryptoPal,NoMatch,,KryptoPal,https://icobench.com/ico/kryptopal,4083,N,Ethereum,ERC777,2018-08-08,2018-10-06,2018-08-08,2018-09-08,,0.0,0.0
Kryptoro,transfer after ending,0x6cd3409ec07e5aa64baaeb08c6a038f30e831090,Kryptoro,https://icobench.com/ico/kryptoro,4084,N,Ethereum,ERC20,,2018-10-14,2018-07-23,2018-10-15,,0.0,0.0
Kuende,ICODateSeemsWrong,0xdf1338fbafe7af1789151627b886781ba556ef9a,Kuende,https://icobench.com/ico/kuende,4088,Y,Ethereum,ERC20,2018-10-19,2018-11-16,2018-10-19,2018-11-16,,0.0,0.0
Kurecoin,transfer after ending,0xa98c0e2c01eff351ec67e2fda240340f63fff228,Kurecoin (KRC),https://icobench.com/ico/kurecoin,4089,Y,Ethereum,ERC20,2018-06-01,2018-06-30,2018-06-01,2018-06-30,,0.0,0.0
KuwaitKoin,NoMatch,,KuwaitKon,https://icobench.com/ico/kuwaitkoin,4090,N,Ethereum,ERC20,,,,,,0.0,0.0
Kvantor,OK,0x96c8aa08b1712dDe92f327c0dC7c71EcE6c06525,KVANTOR,https://icobench.com/ico/kvantor,4091,N,Ethereum,ERC20,2018-08-27,2018-10-10,2018-04-26,2018-10-10,0xe4ed7e14e961550c0ce7571df8a5b11dec9f7f52,1.0,0.0
LabStart,NoMatch,,LabStart,https://icobench.com/ico/labstart,4092,N,Ethereum,ERC20,2018-05-24,2018-06-23,2018-05-24,2018-06-23,,0.0,0.0
Lambda,transfer after ending,0x8971f9fd7196e5cee2c1032b50f656855af7dd26,Lambda,https://icobench.com/ico/lambda-1,4093,Y,Ethereum,ERC20,2018-09-19,2018-10-02,2018-09-19,2018-10-02,,0.0,0.0
Lamoneda,transfer after ending,0xbad1a84d8bb34cbb20a0884fa2b9714323530558,Lamoneda,https://icobench.com/ico/lamoneda,4094,N,Ethereum,ERC20,2018-07-13,2018-08-30,,,,0.0,0.0
Lancer Network (PreICO),OK,0x63e634330a20150dbb61b15648bc73855d6ccf07,Lancer Network,https://icobench.com/ico/lancer-network,4095,Y,Ethereum,ERC20,2018-09-07,2018-11-14,,,0x0000000000000000000000000000000000000000,0.0,0.0
LaneAxis,NoMatch,,LaneAxis,https://icobench.com/ico/laneaxis,4096,Y,Ethereum,ERC20,,,2018-09-20,2018-12-21,,0.0,0.0
Lattice,OK,0x910c3f36a1f7283f8498450e2ac3ad8649c6044d,,https://icobench.com/ico/lattice,4099,N,Ethereum,ERC20,2018-04-24,2018-06-30,,,0x0000000000000000000000000000000000000000,0.0,0.0
LCCX - London Crypto Currency Exchange,NoMatch,,LCCX,https://icobench.com/ico/lccx-london-crypto-currency-exchange,4100,Y,Ethereum,ERC20,2018-03-12,2018-04-30,,,,0.0,0.0
LeadRex,transfer after ending,0x86fff8610c0c054a7a196886942e53d9cf1aad94,LeadRex,https://icobench.com/ico/leadrex,4101,Y,Ethereum,ERC20,2018-08-04,2018-11-09,2018-08-04,2018-11-09,,0.0,0.0
Ledgit,OK,0x614348d080835adcbbdee121af077024e27eccc6,,https://icobench.com/ico/ledgit,4102,N,Ethereum,ERC20,2018-07-07,2018-08-07,,,0xb12d5394aac54328721749dc16cde2ba09215a77,0.0,0.0
Lemmon,NoTokenTransfer,0xf514fa113dec33d9c475c96d4cc59c3312eac542,,https://icobench.com/ico/lemmon,4104,N,Ethereum,ERC20,2018-04-15,2018-05-15,,,,0.0,0.0
LemoChain,transfer after ending,0x60c24407d01782c2175d32fe7c8921ed732371d1,LemoChain,https://icobench.com/ico/lemochain,4105,Y,Ethereum,ERC20,2018-04-02,2018-05-15,,,,0.0,0.0
Lendium.tech,NoTokenTransfer,0x943ab04630e643d493735c394a98b3489538e13c,,https://icobench.com/ico/lendium-tech,4106,N,Ethereum,ERC20,2018-03-01,2018-03-31,,,,0.0,0.0
Lendo,NoMatch,,Lendo,https://icobench.com/ico/lendo,4107,Y,Ethereum,ERC223,,,2018-03-28,2018-11-28,,0.0,0.0
LendsBay,NoTokenTransfer,0xe8a05b4ee753fe614ae2b59179002a86564df738,LENDSBAY,https://icobench.com/ico/lendsbay,4108,N,Ethereum,ERC20,2018-09-18,2018-10-29,,,,0.0,0.0
Leonardian,DistributorsHardtoIdentify,0xb1c442122000471a36948c47e5d0288565d41e96,Leonardian,https://icobench.com/ico/leonardian,4110,N,Ethereum,ERC20,2018-06-11,2018-08-06,2018-06-11,2018-08-06,,0.0,0.0
LeoPays (PreICO),DistributorsHardtoIdentify,0x1cc84f940cbbb6ce8baad7ef285f1c8618b4ae8d,LeoPays,https://icobench.com/ico/leopays,4111,N,Ethereum,ERC20,2018-09-16,2018-11-11,,,,0.0,0.0
Let Bet,NoMatch,,LetBet,https://icobench.com/ico/let-bet,4112,N,Ethereum,ERC20,2018-02-25,2018-04-05,2018-03-06,2018-04-05,,0.0,0.0
Letsbet,NoMatch,,LetsBet,https://icobench.com/ico/letsbet,4114,Y,Ethereum,ERC20,2018-07-07,2018-08-31,,,,0.0,0.0
Libidocoin,OK,0xc17cabe665edbf3c598e137a0062ffc4858c5252,,https://icobench.com/ico/libidocoin,4117,N,Ethereum,ERC20,2018-02-21,2018-04-20,,,0x40445c8962aca4a997b66e2abdac664460858d6c,0.0,0.0
LifeTask,OK,0x979d88a8d8af9b86161fc3866922f5bf4160421c,LifeTask,https://icobench.com/ico/lifetask,4119,Y,Ethereum,ERC20,2018-06-27,2018-08-23,2019-01-15,2019-11-11,0x979d88a8d8af9b86161fc3866922f5bf4160421c,0.0,0.0
Lift Token,OK,0x9bb287b086af92ac32de8cd2fd005e7e73c2e6ab,,https://icobench.com/ico/lift-token,4120,N,Ethereum,ERC20,2018-03-25,2018-07-15,,,0x19503ed10eeebb3425fbee36a4b06af64ba10e53,0.0,0.0
Lightcash Blockchain System,OK,0xf9826cac3eb6e2628a0b074fd8c85e7d6c9e84f5,Lightcash [LCCT],https://icobench.com/ico/lightcash-blockchain-system,4122,N,Ethereum,ERC20,2018-03-12,2018-06-09,,,0x0000000000000000000000000000000000000000,0.0,0.0
LikeCoin,DistributorsHardtoIdentify,0x02f61fd266da6e8b102d4121f5ce7b992640cf98,LikeCoin,https://icobench.com/ico/likecoin,4124,Y,Ethereum,ERC20,2018-05-07,2018-05-21,,,,0.0,0.0
LinkCoin,transfer after ending,0x9f549ebfd4974cd4ed4a1550d40394b44a7382aa,LinkCoin,https://icobench.com/ico/linkcoin,4126,N,Ethereum,ERC20,,2018-03-31,2018-03-14,2018-04-01,,0.0,0.0
LipChain,transfer after ending,0xc67d5cfb933c4a1c6d2ca4cbdae2ed9f017ee9e5,LipChain,https://icobench.com/ico/lipchain,4129,Y,Ethereum,ERC20,2018-03-21,2018-11-15,2018-03-21,2018-11-15,,0.0,0.0
Liquidity.Network,transfer after ending,0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4,Liquidity.Network,https://icobench.com/ico/liquidity-network,4132,Y,Ethereum,ERC20,2018-06-14,2018-07-28,,,,0.0,0.0
Litebolt,OK,0xa580f64736f9fc27ac9ae27b13bf9804f7d3c33b,Litebolt,https://icobench.com/ico/litebolt,4133,N,Ethereum,,2018-05-25,2018-10-15,2018-05-25,2018-07-15,0xcb5e3d507ac02ae6b977463b79b4b902c90c18f8,0.0,0.0
Litecoin Cash,NoTokenTransfer,0x23D6e47F6405615Da8fD58549D7E89B109b14BEF,,https://icobench.com/ico/litecoin-cash,4134,N,Ethereum,ERC20,2018-04-02,2018-07-01,,,,0.0,0.0
LiveTree Adept,OK,0x44f850d75023e8d3da9981b70e84e092c4b1067c,LiveTree Adept,https://icobench.com/ico/livetree-adept,4139,Y,Ethereum,,2017-12-01,2018-04-01,2017-11-30,2018-04-01,"0xf373bfd05c8035be6dcb44cabd17557e49d5364c,0xc107ec2077ba7d65944267b64f005471a6c05692",0.0,0.0
Loandex,NoTokenTransfer,0xa2911167ab94bee481e51136f9dd6fc9b6ffb563,Loandex,https://icobench.com/ico/loandex,4141,N,Ethereum,ERC20,2018-06-04,2018-07-04,2018-06-04,2018-07-04,,0.0,0.0
LocalCoinSwap,OK,0xaa19961b6b858d9f18a115f25aa1d98abc1fdba8,LocalCoinSwap,https://icobench.com/ico/localcoinswap,4143,Y,Ethereum,ERC20,2018-04-15,2018-06-16,,,0x7da5d2fbebdddc9e2c5e35eade8ee9a04243da83,3.0,0.0
London Football Exchange,NoMatch,,London Football Exchange,https://icobench.com/ico/london-football-exchange,4149,Y,Stellar,Stellar,2018-05-01,2018-08-04,2018-05-01,2018-08-04,,0.0,0.0
Lovar,NoTokenTransfer,0x4b06e67c4ce22fc729be0feb30affcaf8c9b0780,Lovar,https://icobench.com/ico/lovar,4152,N,Ethereum,ERC20,,2018-08-23,2018-06-14,2018-08-24,,0.0,0.0
Love Coins,NoTokenTransfer,0xcfc8a90f6416f345013fd25effec531cf702ec80,,https://icobench.com/ico/love-coins,4153,N,Ethereum,ERC20,2018-05-10,2018-06-24,,,,0.0,0.0
LOVR Pre-ICO,OK,0xc4981b090a16da86fd80919b609ef696b3f5e66e,LOVR,https://icobench.com/ico/lovr-pre-ico,4154,N,Ethereum,ERC20,2018-07-01,2018-08-30,,,0xe49ee2ca3a740b070c52de2c0fbc413dc0b765cf,0.0,0.0
LSD,OK,0x7190aa1635ed075808b156c153fe3e3c5504b926,LSD,https://icobench.com/ico/lsd,4155,N,Ethereum,ERC20,2018-03-17,2018-07-03,2018-03-17,2018-07-03,0x0000000000000000000000000000000000000000,0.0,0.0
Lumenus,NonERC20,,Lumenus,https://icobench.com/ico/lumenus,4157,N,Stellar,Stellar,2018-05-14,2018-05-31,2018-05-14,2018-05-31,,0.0,0.0
Lunch Money,transfer after ending,0x66fd97a78d8854fec445cd1c80a07896b0b4851f,Lunch Money,https://icobench.com/ico/lunch-money,4158,N,Ethereum,ERC20,2018-08-05,2018-09-05,2018-08-05,2018-09-01,,0.0,0.0
Lunes Platform,NonERC20,,Lunes,https://icobench.com/ico/lunes-platform,4159,N,Separate Blockchain,,2018-04-01,2018-05-31,,,,0.0,0.0
Luxcess Group,OK,0x0920af13cee692da3656e052a831e3e1fcc8097c,Luxcess Group,https://icobench.com/ico/luxcess-group,4160,N,Ethereum,ERC20,2018-03-01,2018-04-07,,,0xb97ef1020a7efb42d1d81b7b873707211e2ca58a,0.0,0.0
Luxure Global Citizen,,,Luxure Global Citizen (LGC),https://icobench.com/ico/luxure-global-citizen,4161,N,Ethereum,ERC20,2018-05-23,2018-06-24,2018-05-23,2018-06-24,,0.0,0.0
LVX,OK,0x056ac97cd9dee69660964278d6c689135e9780bc,Level01,https://icobench.com/ico/lvx,4163,N,Ethereum,ERC20,2018-07-01,2018-12-31,,,0x07b71181f761216e11e78937535e6c74ce38e305,0.0,0.0
Lyves,NoTokenTransfer,0xa25e2dc97e75b1ab0dd862a6212304207b21f6a6,Lyves,https://icobench.com/ico/lyves,4165,N,Ethereum,ERC20,,2018-05-01,,,,0.0,0.0
MAESTRO,OK,0x0d7a5cc885662098e1ae9cea9492f1e429f58089,Maestro,https://icobench.com/ico/maestro,4166,N,Ethereum,ERC20,2018-07-07,2018-07-12,2018-07-07,2018-08-28,0x1a3172b477e4f71ec61f1ace2b8a546ebaa05b0f,0.0,0.0
Mahra,NonERC20,,Mahra Coin,https://icobench.com/ico/mahra,4167,N,MAHRA platform,,2018-04-12,2018-06-02,,,,0.0,0.0
Mandala,transfer after ending,0x9d03393d297e42c135625d450c814892505f1a84,Mandala,https://icobench.com/ico/mandala,4171,Y,Ethereum,ERC20,2018-06-01,2018-07-13,2018-06-01,2018-07-13,,0.0,0.0
Marginless,OK,0x9165b1ed40c097073a7d15ad3ef49e3c5b132588,Marginless,https://icobench.com/ico/marginless,4175,Y,Ethereum,ERC20,2018-04-10,2018-05-31,2018-04-10,2018-05-31,0x0000000000000000000000000000000000000000,0.0,0.0
Market.space,transfer after ending,,Market.space,https://icobench.com/ico/market-space,4176,Y,Ethereum,ERC20,2018-04-16,2018-06-06,,,,0.0,0.0
Markscheider,OK,0xf4ae90e1b1bd124c78d39e10db17c50ff7514041,Markscheider,https://icobench.com/ico/markscheider,4178,N,Ethereum,,2018-04-20,2018-05-15,,,0x56336679b51d0290f1e47a835c00e1f145a54754,0.0,0.0
Math Oriented Value Investing,NoTokenTransfer,0xd03c72f57d3659478e0a20b85264fe0d4d12cd4c,,https://icobench.com/ico/math-oriented-value-investing,4183,N,Ethereum,ERC20,2018-04-23,2018-05-10,,,,0.0,0.0
MATREXA,NoTokenTransfer,0xf95730d1901c9ee02994091e28839eb1a5d3b3e2,,https://icobench.com/ico/matrexa,4184,N,Ethereum,,2017-09-17,2017-10-02,,,,0.0,0.0
Matrix,OK,0xe25bcec5d3801ce3a794079bf94adf1b8ccd802d,MATRIX,https://icobench.com/ico/matrix,4185,Y,,,2018-01-16,2018-01-16,,,0x56904ddefe73fe976e57f474dd782277451074c8,1.0,188.0
